username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
redcarpetcrash;2018-11-26 01:45;2;3;"Raleigh: Win Passes To An Advance Screening Of 'Mortal Engines' http:// redcarpetcrash.com/raleigh-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066961000417697792";https://twitter.com/redcarpetcrash/status/1066961000417697792
redcarpetcrash;2018-11-26 01:30;1;1;"Win A ‘The Jekyll Island Chronicles’ Two Book Prize Pack http:// redcarpetcrash.com/win-a-the-jeky ll-island-chronicles-two-book-prize-pack/ …";;;;"1066957228756725760";https://twitter.com/redcarpetcrash/status/1066957228756725760
redcarpetcrash;2018-11-26 01:15;1;1;"Win A Copy Of The Book ‘The Travelling Cat Chronicles’ By Hiro Arikawa http:// redcarpetcrash.com/win-a-copy-of- the-book-the-travelling-cat-chronicles-by-hiro-arikawa/ …";;;;"1066953450691485696";https://twitter.com/redcarpetcrash/status/1066953450691485696
maryhilliard45;2018-11-26 01:10;1;2;"Your up next @realDonaldTrump . It's not gonna work for ya. Your gonna crash and burn. I've got the matches, who's got the kindling ? Oh, Mueller does.";;@realDonaldTrump;;"1066952288432988160";https://twitter.com/maryhilliard45/status/1066952288432988160
redcarpetcrash;2018-11-26 01:00;0;0;"Watch Previews For ‘9-1-1’ Monday http:// redcarpetcrash.com/watch-preview- for-9-1-1-monday/ … @BFalchuk @CancelledAgain @ImAngelaBassett @oliverstarkk @AishaHinds @RockmondDunbar @ryanAguzman @TheReal_Jlh @mrrpmurphy @911onFOX";;@BFalchuk @CancelledAgain @ImAngelaBassett @oliverstarkk @AishaHinds @RockmondDunbar @ryanAguzman @TheReal_Jlh @mrrpmurphy @911onFOX;;"1066949676753190912";https://twitter.com/redcarpetcrash/status/1066949676753190912
redcarpetcrash;2018-11-26 00:45;0;0;"Nashville: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/nashville-win- passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066945900872908800";https://twitter.com/redcarpetcrash/status/1066945900872908800
redcarpetcrash;2018-11-26 00:30;1;1;"Win A Copy Of The Coffee Book ‘Practically Poppins In Every Way’ http:// redcarpetcrash.com/win-a-copy-of- the-coffee-book-practically-poppins-in-every-way/ …";;;;"1066942127618240512";https://twitter.com/redcarpetcrash/status/1066942127618240512
redcarpetcrash;2018-11-26 00:15;1;0;"Win A Copy Of The Book ‘The Long Path To Wisdom: Tales From Burma’ By Jan-Phillip Sendker http:// redcarpetcrash.com/win-a-copy-of- the-book-the-long-path-to-wisdom-tales-from-burma-by-jan-phillip-sendker/ …";;;;"1066938351024922624";https://twitter.com/redcarpetcrash/status/1066938351024922624
crash_bandihoun;2018-11-26 00:10;0;1;"You can’t crash when your in your own lane remember that";;;;"1066937174552137728";https://twitter.com/crash_bandihoun/status/1066937174552137728
redcarpetcrash;2018-11-26 00:01;1;0;"Watch Preview For ‘The Resident’ Monday http:// redcarpetcrash.com/watch-previews -for-the-resident-monday/ … @EmilyVanCamp @TheManishDayal @shauneywood @Glennmorshower @MalcolmJamalWar";;@EmilyVanCamp @TheManishDayal @shauneywood @Glennmorshower @MalcolmJamalWar;;"1066934827952132098";https://twitter.com/redcarpetcrash/status/1066934827952132098
CrashClarkson;2018-11-25 22:37;0;1;"My girl more like my nigga, and she hold my heat. I love her ole derm ass.";;;;"1066913788690145288";https://twitter.com/CrashClarkson/status/1066913788690145288
CrashClarkson;2018-11-25 22:32;0;0;"Used to be a fan of him. Now I second that statement";;;;"1066912525525098496";https://twitter.com/CrashClarkson/status/1066912525525098496
CrashClarkson;2018-11-25 22:30;0;0;"And it’s ass";;;;"1066912138290241536";https://twitter.com/CrashClarkson/status/1066912138290241536
CrashClarkson;2018-11-25 22:30;0;0;"Isn’t that lame bro..?";;;;"1066912053624020992";https://twitter.com/CrashClarkson/status/1066912053624020992
Nickkhrr;2018-11-25 21:44;0;0;"I’m proud I didn’t crash burn or blow up the m3 this weekend";;;;"1066900381555286016";https://twitter.com/Nickkhrr/status/1066900381555286016
hire_Dallas;2018-11-25 21:34;0;0;"Air Force family from North Dakota died in Montana crash - Minneapolis Star Tribune: Air Force family from North Dakota died in Montana crash Minneapolis Star Tribune GRAND FORKS, N.D. — The Grand Forks Air Force Base says the North Dakota family killed… http:// tw.eet.link/Qs5zzD pic.twitter.com/iJ9tl8HgP4";;;;"1066897853509918720";https://twitter.com/hire_Dallas/status/1066897853509918720
TyreeByndom;2018-11-25 21:19;0;0;"STEPH CURRY CRASH : Golden State Warriors guard Stephen Curry was not injured after being involved in a three-car crash on a California highway Friday morning http:// share.buzzvideo.com/s/kTRyFY";;;;"1066894220248666117";https://twitter.com/TyreeByndom/status/1066894220248666117
TheDraeke66;2018-11-25 20:40;0;0;"#Bitcoin #Cointelegraph #HodlersDigest Market Crash Continues | Hodler's Digest https:// youtu.be/Muy7pDw_rEU";;;#Bitcoin #Cointelegraph #HodlersDigest;"1066884399818567683";https://twitter.com/TheDraeke66/status/1066884399818567683
OhhBrittny;2018-11-25 20:29;0;0;"It would be so much easier to edit videos if Premiere didn’t crash every 4 minutes";;;;"1066881548962676736";https://twitter.com/OhhBrittny/status/1066881548962676736
dallasnews;2018-11-25 19:40;0;4;"13-year-old killed, 2 other children and mother injured in Lewisville crash https:// buff.ly/2DWZ3Vt";;;;"1066869148200943616";https://twitter.com/dallasnews/status/1066869148200943616
HayaaM123;2018-11-25 19:35;0;1;"thank you";;;;"1066868040187420672";https://twitter.com/HayaaM123/status/1066868040187420672
crash_bandihoun;2018-11-25 19:31;1;1;"Happy birthday esposa";;;;"1066866934090731521";https://twitter.com/crash_bandihoun/status/1066866934090731521
NanaMatthewLove;2018-11-25 18:54;0;0;"As much as I wanna go to babes and just crash out I can’t taking Mijo to the emergency room";;;;"1066857747252166656";https://twitter.com/NanaMatthewLove/status/1066857747252166656
CrashClarkson;2018-11-25 18:49;4;8;"Wet pic.twitter.com/qVcWfav9dB";;;;"1066856500948279296";https://twitter.com/CrashClarkson/status/1066856500948279296
TheRealMaeBae;2018-11-25 18:12;0;4;"my heart still hasn't healed from the plane crash on Greys Anatomy";;;;"1066846999272718336";https://twitter.com/TheRealMaeBae/status/1066846999272718336
J_ovo_rdan;2018-11-25 17:26;0;0;"The movie Crash has more importance in society today than ever before.";;;;"1066835519718461441";https://twitter.com/J_ovo_rdan/status/1066835519718461441
Mantits_316;2018-11-25 16:31;0;0;"I may be a truthful of myself type. But I’m a ride or die. Loyalty is my first. Ride with me, and you will never crash .";;;;"1066821737755611136";https://twitter.com/Mantits_316/status/1066821737755611136
trippytwelve;2018-11-25 15:34;0;1;"i crash u crash pic.twitter.com/WY3jxt5M5r";;;;"1066807265750069249";https://twitter.com/trippytwelve/status/1066807265750069249
4MPBobby;2018-11-25 15:09;1;0;"The Giants had one job and these crash test dummies couldn’t do it right. So much incompetency in New York. A lot of dancing though.";;;;"1066800963909009408";https://twitter.com/4MPBobby/status/1066800963909009408
RiccoFajardo;2018-11-25 14:29;0;3;"Damn! I was gonna crash your STTREEEAAAMMM. stream lover come rescue me";;;;"1066790908425846784";https://twitter.com/RiccoFajardo/status/1066790908425846784
BlacklionCTA;2018-11-25 14:25;0;5;"One of the rare times I disagree. There is a lot of good production data available, especially in the US. Demand is more opaque and relies on international data. Markets do not crash 30% on known supply data, they do so on realizing opaque demand data.";;;;"1066789940112097280";https://twitter.com/BlacklionCTA/status/1066789940112097280
knoxtight;2018-11-25 14:13;0;0;"YO Im cutting for the cowboys this year fully yall got some watch parties for me to crash into call me in front of the tv going crazy my crackas, the cowboys could also use me to see every game the rest... https://www. facebook.com/knoxtight/post s/10161059899085366 …";;;;"1066786863522988032";https://twitter.com/knoxtight/status/1066786863522988032
dallasnews;2018-11-25 14:09;1;2;"13-year-old killed, 2 other children and mother injured in Lewisville crash https:// buff.ly/2RhRz2J";;;;"1066785849692626949";https://twitter.com/dallasnews/status/1066785849692626949
redcarpetcrash;2018-11-25 14:06;0;0;"Hey @alafairburke I just read the new book with you and Mary. Want to do a phone interview this week to promote?";;@alafairburke;;"1066785148614713344";https://twitter.com/redcarpetcrash/status/1066785148614713344
SouthwestAir;2018-11-25 14:03;1;9;"Well, maybe your wife's boyfriend's roommate's sister's cousin will let you crash on his couch. Sorry about the cancellation today, Dave. Let us know if we can look into your reservation for you. Thank you! -Adam";;;;"1066784572719788032";https://twitter.com/SouthwestAir/status/1066784572719788032
Dallas_NC;2018-11-25 13:56;0;0;"Dallas News Shooting victim found after crash in Dallas - FOX 4 News http:// dlvr.it/Qs50J5 pic.twitter.com/SCFK9kggdp";;;;"1066782585303384065";https://twitter.com/Dallas_NC/status/1066782585303384065
redcarpetcrash;2018-11-25 13:30;0;0;"Watch Preview Of 'Enemies: The President, Justice & The FBI' On Showtime Sunday, November 18 http:// redcarpetcrash.com/watch-preview- of-enemies-the-president-justice-the-fbi-on-showtime-sunday/ …";;;;"1066776033129570306";https://twitter.com/redcarpetcrash/status/1066776033129570306
CrashClarkson;2018-11-25 13:17;1;0;"Disrespected X name only to try to do some shit like he would. Rap niggas are weirdos bro fuck https:// twitter.com/VicMensa/statu s/1066729041259102208 …";;;;"1066772898579456000";https://twitter.com/CrashClarkson/status/1066772898579456000
CrashClarkson;2018-11-25 13:16;0;0;"THIS IS SO CORNY BRO WTF ARE YOU DOING https:// twitter.com/vicmensa/statu s/1066729041259102208 …";;;;"1066772749278953472";https://twitter.com/CrashClarkson/status/1066772749278953472
TopBoyMel;2018-11-25 13:15;4;36;"just got in a car crash , I’m fine but please if you’re in Kansas and the snow’s too bad, please park and get off the roads";;;;"1066772424111386624";https://twitter.com/TopBoyMel/status/1066772424111386624
CrashClarkson;2018-11-25 13:15;0;1;"LSU pre nutted on that celebration last night lol";;;;"1066772348588736521";https://twitter.com/CrashClarkson/status/1066772348588736521
redcarpetcrash;2018-11-25 13:00;1;0;"‘America In Color’ Preview Sunday, November 25 On Smithsonian Channel http:// redcarpetcrash.com/america-in-col or-preview-sunday-on-smithsonian-channel/ …";;;;"1066768482702888961";https://twitter.com/redcarpetcrash/status/1066768482702888961
redcarpetcrash;2018-11-25 12:30;1;0;"Watch Trailers For ‘Dirty John’ On Bravo Sunday, November 25 http:// redcarpetcrash.com/watch-trailer- for-dirty-john-on-bravo-sunday-november-25/ … @Bravotv @conniebritton @EricBana67";;@Bravotv @conniebritton @EricBana67;;"1066760932137660416";https://twitter.com/redcarpetcrash/status/1066760932137660416
sinatranate;2018-11-25 12:14;0;0;"After fuel goes everywhere, the sparks and heat generated by the crash ignite the fuel, creating the explosion we all saw. The tower's design is to contain energy within each floor, and to collapse downward to minimize damage to the surrounding structures.";;;;"1066757007233953792";https://twitter.com/sinatranate/status/1066757007233953792
mutesuit;2018-11-25 12:08;0;5;"Should @dezareaye and I crash @thebralettes show at UTD tomorrow?";;@dezareaye @thebralettes;;"1066755406234624000";https://twitter.com/mutesuit/status/1066755406234624000
redcarpetcrash;2018-11-25 12:00;1;0;"Watch Previews Of ‘Black Monday’ Sunday, January 20th On Showtime http:// redcarpetcrash.com/watch-previews -of-black-monday-sunday-january-20th-on-showtime/ …";;;;"1066753382709452800";https://twitter.com/redcarpetcrash/status/1066753382709452800
crash_bandihoun;2018-11-25 11:50;0;3;"Cheated death 3 times in these past 2 months I can only wonder what the man upstairs has planned for me";;;;"1066750931407118337";https://twitter.com/crash_bandihoun/status/1066750931407118337
Dallasinformer;2018-11-25 11:44;0;0;"13-year-old killed, 2 other children and mother injured in Lewisville crash https:// dallasinformer.com/327677/13-year -old-killed-2-other-children-and-mother-injured-in-lewisville-crash/ …";;;;"1066749600424443906";https://twitter.com/Dallasinformer/status/1066749600424443906
redcarpetcrash;2018-11-25 11:30;1;0;"Watch Preview For ‘The Orville’ Sunday, December 30 http:// redcarpetcrash.com/watch-preview- for-the-orville-sunday-december-30/ …";;;;"1066745832865619969";https://twitter.com/redcarpetcrash/status/1066745832865619969
FunAsiARadio;2018-11-25 11:25;0;0;"Dallas Police found wounded person after a crash in Dallas http:// funasia.net/articles/1118/ dallas-police-found-wounded-person-after-a-crash-in-dallas.html …";;;;"1066744723937865729";https://twitter.com/FunAsiARadio/status/1066744723937865729
Tmspete;2018-11-25 11:25;0;0;"Amazing crash . The fellowship of these drivers turns competitors into first responders. Good job!";;;;"1066744684708601856";https://twitter.com/Tmspete/status/1066744684708601856
MARZIPAN6661;2018-11-25 11:05;0;1;"I’ll prolly crash lmao";;;;"1066739738126766082";https://twitter.com/MARZIPAN6661/status/1066739738126766082
redcarpetcrash;2018-11-25 11:00;1;0;"'On The Case With Paula Zahn' Preview Sunday On Investigation Discovery http:// redcarpetcrash.com/on-the-case-wi th-paula-zahn-preview-sunday-on-investigation-discovery/ …";;;;"1066738288634011655";https://twitter.com/redcarpetcrash/status/1066738288634011655
chris_gifted98;2018-11-25 10:55;0;0;"I ain’t no crash dummy";;;;"1066737040858013698";https://twitter.com/chris_gifted98/status/1066737040858013698
PeanutsCircus;2018-11-25 10:48;0;0;"Dallas Police found wounded person after a crash in Dallas http:// funasia.net/articles/1118/ dallas-police-found-wounded-person-after-a-crash-in-dallas.html …";;;;"1066735324821405696";https://twitter.com/PeanutsCircus/status/1066735324821405696
BLifeUptown;2018-11-25 10:31;0;0;"Police:Street racing caused crash in Denton county http:// bubly.us/1XLnp";;;;"1066731053488975872";https://twitter.com/BLifeUptown/status/1066731053488975872
BLifeOakCliff;2018-11-25 10:31;0;0;"Shooting victim found after crash in Dallas http:// bubly.us/1XLnZ";;;;"1066731052474015745";https://twitter.com/BLifeOakCliff/status/1066731052474015745
redcarpetcrash;2018-11-25 10:30;1;0;"‘Blood Runs Cold’ Preview Sunday On Investigation Discovery http:// redcarpetcrash.com/blood-runs-col d-preview-sunday-on-investigation-discovery/ …";;;;"1066730733249605633";https://twitter.com/redcarpetcrash/status/1066730733249605633
OccHealthSafety;2018-11-25 10:00;1;1;""The evidence has been mounting that front crash prevention works, and it works even better when it doesn't solely rely on a response from the driver," said Jessica Cicchino, IIHS' vice president for research. https:// ohsonline.com/articles/2018/ 11/21/study-confirms-value-of-automatic-braking.aspx?admgarea=news … pic.twitter.com/dtWKhcRTdC";;;;"1066723190196588544";https://twitter.com/OccHealthSafety/status/1066723190196588544
redcarpetcrash;2018-11-25 10:00;1;0;"'True Detective' Returns Sunday, January 13 On HBO Watch Trailer http:// redcarpetcrash.com/true-detective -returns-sunday-january-13-on-hbo/ …";;;;"1066723184316100608";https://twitter.com/redcarpetcrash/status/1066723184316100608
redcarpetcrash;2018-11-25 09:30;1;0;"‘The Last Alaskans’ Returns Sunday On Discovery http:// redcarpetcrash.com/the-last-alask ans-returns-sunday-november-25-on-discovery/ … @Discovery";;@Discovery;;"1066715634900393984";https://twitter.com/redcarpetcrash/status/1066715634900393984
redcarpetcrash;2018-11-25 09:00;0;0;"Watch Previews For ‘Counterpart’ Sunday, December 9 http:// redcarpetcrash.com/watch-preview- for-counterpart-sunday/ …";;;;"1066708089645211648";https://twitter.com/redcarpetcrash/status/1066708089645211648
redcarpetcrash;2018-11-25 08:30;1;0;"Watch ‘Game Of Thrones’ First Preview Footage Coming Sundays In April http:// redcarpetcrash.com/watch-game-of- thrones-first-preview-footage-coming-sundays-in-april/ …";;;;"1066700535783317504";https://twitter.com/redcarpetcrash/status/1066700535783317504
redcarpetcrash;2018-11-25 08:00;1;0;"Watch ‘SMILF’ Preview Sunday, January 20 On Showtime http:// redcarpetcrash.com/watch-smilf-pr eviews-sunday/ …";;;;"1066692989106286593";https://twitter.com/redcarpetcrash/status/1066692989106286593
redcarpetcrash;2018-11-25 07:30;1;0;"‘High Maintenance’ Returns Sunday, January 20 On HBO http:// redcarpetcrash.com/high-maintenan ce-returns-sunday-january-20-on-hbo/ …";;;;"1066685434850246656";https://twitter.com/redcarpetcrash/status/1066685434850246656
redcarpetcrash;2018-11-25 07:00;1;1;"Watch ‘Ray Donovan’ Previews Sunday http:// redcarpetcrash.com/watch-ray-dono van-previews-sunday-2/ … @SHO_RayDonovan @SHO_PR @Showtime @LievSchreiber @D_Lombardozzi @SusanSarandon @eddiemarsan @DizMihok @iam_POOCHHALL @kerrisdorsey @DevonBagby @GrahamRogers_";;@SHO_RayDonovan @SHO_PR @Showtime @LievSchreiber @D_Lombardozzi @SusanSarandon @eddiemarsan @DizMihok @iam_POOCHHALL @kerrisdorsey @DevonBagby @GrahamRogers_;;"1066677886327746560";https://twitter.com/redcarpetcrash/status/1066677886327746560
redcarpetcrash;2018-11-25 06:30;0;0;"Watch Preview Of ‘Keeping Up With The Kardashians’ Sunday http:// redcarpetcrash.com/watch-preview- of-keeping-up-with-the-kardashians-sunday/ …";;;;"1066670335351824385";https://twitter.com/redcarpetcrash/status/1066670335351824385
redcarpetcrash;2018-11-25 06:00;0;0;"Watch ‘Crashing’ Preview Sunday, January 20 On HBO http:// redcarpetcrash.com/watch-crashing -preview-sunday/ …";;;;"1066662788934787073";https://twitter.com/redcarpetcrash/status/1066662788934787073
redcarpetcrash;2018-11-25 05:30;1;0;"Watch ‘Outlander’ Preview Sunday http:// redcarpetcrash.com/watch-outlande r-previews-sunday/ … @SamHeughan @SkeltonSophie @RikRankin @JohnBell @Outlander_STARZ @OutlanderWriter";;@SamHeughan @SkeltonSophie @RikRankin @JohnBell @Outlander_STARZ @OutlanderWriter;;"1066655236285235203";https://twitter.com/redcarpetcrash/status/1066655236285235203
redcarpetcrash;2018-11-25 05:00;0;0;"Watch ‘NCIS: Los Angeles’ Previews Sunday http:// redcarpetcrash.com/watch-ncis-los -angeles-preview-sunday/ … @ChrisODonnell @LLCOOLJ @DanielaRuah @ericcolsen @Barrettfoa @nialong @NCISLA";;@ChrisODonnell @LLCOOLJ @DanielaRuah @ericcolsen @Barrettfoa @nialong @NCISLA;;"1066647686009389057";https://twitter.com/redcarpetcrash/status/1066647686009389057
redcarpetcrash;2018-11-25 04:30;1;0;"Watch Preview For ‘God Friended Me’ Sunday http:// redcarpetcrash.com/watch-previews -for-god-friended-me-sunday/ … @JOEtheMORTON @ImSurajSharma @violettbeane @GBerlanti @SarahSoWitty @warnerbrostv @hall_m_brandon @JaviciaLeslie @GodFriendedMe";;@JOEtheMORTON @ImSurajSharma @violettbeane @GBerlanti @SarahSoWitty @warnerbrostv @hall_m_brandon @JaviciaLeslie @GodFriendedMe;;"1066640136652283904";https://twitter.com/redcarpetcrash/status/1066640136652283904
redcarpetcrash;2018-11-25 04:22;1;0;"Movie Review: 'Robin Hood' http:// redcarpetcrash.com/movie-review-r obin-hood/ … @robinhoodmovie @iamjamiefoxx";;@robinhoodmovie @iamjamiefoxx;;"1066638194601598976";https://twitter.com/redcarpetcrash/status/1066638194601598976
BlacPhantom2;2018-11-25 04:01;0;0;"I25: Crash , all lanes blocked NB near Glenrock @MP 162, Be prepared to stop, expect delays. #wyoroad";;@MP;#wyoroad;"1066632850047475712";https://twitter.com/BlacPhantom2/status/1066632850047475712
redcarpetcrash;2018-11-25 04:00;1;0;"Watch Preview For ‘Charmed’ Sunday http:// redcarpetcrash.com/watch-preview- for-charmed-sunday/ … @CW_Charmed #Charmed @Melonie_Diaz @sarahmjeffery3 @missmads @rupert_evans @CBSTVStudios @BSilberling @mrcartaire @JennieUrman @amylrardin @Jess02Jessica @ellentorii @SerDariusBlain";;@CW_Charmed @Melonie_Diaz @sarahmjeffery3 @missmads @rupert_evans @CBSTVStudios @BSilberling @mrcartaire @JennieUrman @amylrardin @Jess02Jessica @ellentorii @SerDariusBlain;#Charmed;"1066632587718750208";https://twitter.com/redcarpetcrash/status/1066632587718750208
redcarpetcrash;2018-11-25 03:30;0;0;"Watch ‘The Walking Dead’ Previews Sunday http:// redcarpetcrash.com/watch-the-walk ing-dead-previews-sunday/ … @WalkingDead_AMC @wwwbigbaldhead";;@WalkingDead_AMC @wwwbigbaldhead;;"1066625036516130817";https://twitter.com/redcarpetcrash/status/1066625036516130817
redcarpetcrash;2018-11-25 03:00;1;0;"Watch ‘Doctor Who’ Preview Sunday http:// redcarpetcrash.com/watch-doctor-w ho-preview-sunday/ … @MattStrevens1 @TosinCole @MandipGill @Alancumming @DoctorWho_BBCA @doctorwho_aus @bbcdoctorwho #DoctorWho";;@MattStrevens1 @TosinCole @MandipGill @Alancumming @DoctorWho_BBCA @doctorwho_aus @bbcdoctorwho;#DoctorWho;"1066617488043986944";https://twitter.com/redcarpetcrash/status/1066617488043986944
diegosolovely;2018-11-25 02:32;0;6;"if i crash tonight i love my loved ones";;;;"1066610554075340800";https://twitter.com/diegosolovely/status/1066610554075340800
redcarpetcrash;2018-11-25 02:30;1;0;"Watch ‘Supergirl’ Previews Sunday http:// redcarpetcrash.com/watch-supergir l-preview-sunday/ … @MelissaBenoist @chy_leigh @MehcadBrooks @DavidHarewood @jesserath @AliAdler @TheCWSupergirl @SupergirlStaff @SupergirlProd @NicoleAMaines @A_ParkerJones @iamDavidAjala @SamWitwer";;@MelissaBenoist @chy_leigh @MehcadBrooks @DavidHarewood @jesserath @AliAdler @TheCWSupergirl @SupergirlStaff @SupergirlProd @NicoleAMaines @A_ParkerJones @iamDavidAjala @SamWitwer;;"1066609938036736000";https://twitter.com/redcarpetcrash/status/1066609938036736000
redcarpetcrash;2018-11-25 02:00;1;0;"‘Houdini’s Last Secrets’ Premieres On Science Channel Sunday, January 6 http:// redcarpetcrash.com/houdinis-last- secrets-premieres-on-science-channel-sunday-january-6/ …";;;;"1066602388168105984";https://twitter.com/redcarpetcrash/status/1066602388168105984
redcarpetcrash;2018-11-25 01:30;1;0;"Watch Previews Of George R.R. Martin’s ‘Nightflyers’ Coming To Syfy Sunday, December 2 http:// redcarpetcrash.com/watch-preview- of-george-r-r-martins-nightflyers-coming-to-syfy/ …";;;;"1066594837598793728";https://twitter.com/redcarpetcrash/status/1066594837598793728
redcarpetcrash;2018-11-25 01:00;1;1;"Watch ‘Madam Secretary’ Previews Sunday http:// redcarpetcrash.com/watch-madam-se cretary-preview-for-sunday/ … @TeaLeoni @TimmyDaly @SebArcelus @PatinaMiller @ErichBergen @KathrineHerzer @walliscw @SaraRamirez @MadamSecretary";;@TeaLeoni @TimmyDaly @SebArcelus @PatinaMiller @ErichBergen @KathrineHerzer @walliscw @SaraRamirez @MadamSecretary;;"1066587288279244800";https://twitter.com/redcarpetcrash/status/1066587288279244800
Supersonicfan7;2018-11-25 00:54;0;0;"Gonna eat leftovers then crash . =_=";;;;"1066585875507744768";https://twitter.com/Supersonicfan7/status/1066585875507744768
Nick_Vengy;2018-11-25 00:35;0;1;"There’s shit with skipping around too fast and unexplainable general issues that crash the game. Been like this since launch.";;;;"1066581155007406081";https://twitter.com/Nick_Vengy/status/1066581155007406081
redcarpetcrash;2018-11-25 00:30;1;0;"Watch Trailers For ‘Escape At Dannemora’ On Showtime Sunday http:// redcarpetcrash.com/watch-trailers -for-escape-at-dannemora-on-showtime-sunday/ … @Showtime @SHO_PR @PattyArquette @RedHourBen @SHOLtdSeries";;@Showtime @SHO_PR @PattyArquette @RedHourBen @SHOLtdSeries;;"1066579738037080064";https://twitter.com/redcarpetcrash/status/1066579738037080064
jadaxpatricee;2018-11-25 00:13;1;3;"I’m definitely not tryna crash https:// twitter.com/zachgtg/status /1066194084270731265 …";;;;"1066575692110925824";https://twitter.com/jadaxpatricee/status/1066575692110925824
redcarpetcrash;2018-11-25 00:01;1;0;"Fox Airing Live Musical ‘Rent’ On Sunday, Jan. 27th Watch Preview http:// redcarpetcrash.com/fox-airing-liv e-musical-rent-sunday-jan-27th/ …";;;;"1066572440120279041";https://twitter.com/redcarpetcrash/status/1066572440120279041
ThinLineSports;2018-11-24 23:56;0;0;"Never said they wouldn’t. Just said they had a shot. Without Milton they get destroyed no doubt. But if Texas, Alabama, and Northwestern win next week they could crash the party like a drunk uncle at a family reunion.";;;;"1066571345549500421";https://twitter.com/ThinLineSports/status/1066571345549500421
FerretSlave;2018-11-24 22:30;0;0;"Investigation continues into boat crash at SF Ferry Building pier. 2 people injured, none seriously. https://www. sfgate.com/bayarea/articl e/Officials-continue-investigation-into-boat-crash-13418676.php?utm_campaign=twitter-desktop&utm_source=CMS%20Sharing%20Button&utm_medium=social … via @SFGate";;@SFGate;;"1066549622158569472";https://twitter.com/FerretSlave/status/1066549622158569472
kidd_brendon;2018-11-24 21:18;0;14;"Yeah, as time went on the game started to crash a lot";;;;"1066531472385945600";https://twitter.com/kidd_brendon/status/1066531472385945600
GeexChris;2018-11-24 20:22;2;3;"Grateful for @SBU_ Crash flying across the country to help facilitate a panel on starting a student streaming program when I KNOW he didn’t have the cash to do it easily. #GiftAGamer https:// twitter.com/nvidiageforce/ status/1066375902337134593 …";;@SBU_;#GiftAGamer;"1066517553697222661";https://twitter.com/GeexChris/status/1066517553697222661
kimfeil;2018-11-24 20:07;0;0;"Kittens of the Immaculate Conception crash into Mama's camera: http:// youtu.be/qDHaNCsLv8E?a via @YouTube";;@YouTube;;"1066513695562493952";https://twitter.com/kimfeil/status/1066513695562493952
iamKingKatt;2018-11-24 19:55;0;0;"fuck around and crash though.";;;;"1066510624606351360";https://twitter.com/iamKingKatt/status/1066510624606351360
iamnyosha;2018-11-24 19:37;0;0;"I just download so much sims cc I hope my laptop don’t crash";;;;"1066506190245543936";https://twitter.com/iamnyosha/status/1066506190245543936
redcarpetcrash;2018-11-24 17:00;1;0;"Watch Trailer For ‘Perfume’ On Netflix Friday, December 21 http:// redcarpetcrash.com/watch-trailer- for-perfume-on-netflix-friday-december-21/ …";;;;"1066466492194013184";https://twitter.com/redcarpetcrash/status/1066466492194013184
ATVSPoseur;2018-11-24 16:56;0;2;"We just saw Wreck It Ralph 2 and are all on our sugar crash . Chilling before the LSU game.";;;;"1066465725320183808";https://twitter.com/ATVSPoseur/status/1066465725320183808
Buckeyetxgrl2_0;2018-11-24 16:46;1;57;"I almost died in a car crash two weeks ago. Ohio State just beat the NUMBER 1 defense in the country convincingly. I could care less what the Fing committee has to say! After this Twilight Zone Season, my only thought RIGHT NOW is BEAT NORTHWESTERN.";;;;"1066462982350270465";https://twitter.com/Buckeyetxgrl2_0/status/1066462982350270465
drawing_blankss;2018-11-24 16:39;0;1;"I got really drunk the other night for the first time and there’s video evidence of my playing crash bandicoot on the floor and screaming at the TV when I fell off a bridge. #goals";;;#goals;"1066461246004887552";https://twitter.com/drawing_blankss/status/1066461246004887552
redcarpetcrash;2018-11-24 16:30;1;1;"‘Bumblebee’ Movie Doing Early Paid Screenings On Saturday, December 8th http:// redcarpetcrash.com/bumblebee-movi e-doing-early-paid-screenings-on-saturday-december-8th/ …";;;;"1066458942123831296";https://twitter.com/redcarpetcrash/status/1066458942123831296
Sitouh;2018-11-24 16:27;0;1;"Wow I hit holiday crash a lot faster than usual this time around and I am very not down with this";;;;"1066458375217659904";https://twitter.com/Sitouh/status/1066458375217659904
redcarpetcrash;2018-11-24 16:00;0;0;"Fox Airing Live Musical ‘Rent’ On Sunday, Jan. 27th Watch Preview http:// redcarpetcrash.com/fox-airing-liv e-musical-rent-sunday-jan-27th/ …";;;;"1066451392217272320";https://twitter.com/redcarpetcrash/status/1066451392217272320
redcarpetcrash;2018-11-24 15:31;1;1;"Dallas: Win A Family Four Pack Of Tickets To Opening Night Of ‘A Christmas Story: A Musical’ At Winspear Opera House http:// redcarpetcrash.com/dallas-win-a-f amily-four-pack-of-tickets-to-opening-night-of-a-christmas-story-a-musical-at-winspear-opera-house/ …";;;;"1066444095223144448";https://twitter.com/redcarpetcrash/status/1066444095223144448
yunggchip0tle;2018-11-24 15:20;0;0;"drive my whip crash my whip off dem drugz i’m swervin";;;;"1066441493068566528";https://twitter.com/yunggchip0tle/status/1066441493068566528
