username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
johnmccaa;2018-11-26 16:00;2;0;"Air Force family from North Dakota died in Montana crash https://www. stripes.com/news/us/air-fo rce-family-from-north-dakota-died-in-montana-crash-1.558004#.W_xs7iPsw_A.facebook …";;;#;"1067176296269135872";https://twitter.com/johnmccaa/status/1067176296269135872
redcarpetcrash;2018-11-26 16:00;0;0;"Watch Previews Of ‘Black Monday’ Sunday, January 20th On Showtime http:// redcarpetcrash.com/watch-previews -of-black-monday-sunday-january-20th-on-showtime/ …";;;;"1067176171627061248";https://twitter.com/redcarpetcrash/status/1067176171627061248
chuckcurtis;2018-11-26 15:56;0;0;"“Terrorism” is when you crash two passenger jets into the twin towers. Tear gas in protection of our borders is not terrorism.";;;;"1067175302185533443";https://twitter.com/chuckcurtis/status/1067175302185533443
Buttercup2027;2018-11-26 15:51;0;0;"Running on less than 4 hours of sleep. About to crash and take a nap for once.";;;;"1067173923408744448";https://twitter.com/Buttercup2027/status/1067173923408744448
redcarpetcrash;2018-11-26 15:45;1;0;"Dallas: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/dallas-win-pas ses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067172396250030085";https://twitter.com/redcarpetcrash/status/1067172396250030085
PapaDad13;2018-11-26 15:43;0;0;"Splish splash crash https://www. newsweek.com/southwest-empl oyee-video-throwing-box-live-tropical-fish-1232039?utm_medium=Social&utm_source=Twitter&utm_campaign=NewsweekTwitter …";;;;"1067171968288546816";https://twitter.com/PapaDad13/status/1067171968288546816
SHARGAWOLFPLAYS;2018-11-26 15:41;0;0;"I liked a @YouTube video http:// youtu.be/9nxfP0d5EVQ?a Captain America Plane Crash Scene | Captain America The First Avenger (2011) Movie";;@YouTube;;"1067171407812014080";https://twitter.com/SHARGAWOLFPLAYS/status/1067171407812014080
redcarpetcrash;2018-11-26 15:30;1;0;"Dallas: Win A Family Four Pack Of Tickets To Opening Night Of ‘A Christmas Story: A Musical’ At Winspear Opera House http:// redcarpetcrash.com/dallas-win-a-f amily-four-pack-of-tickets-to-opening-night-of-a-christmas-story-a-musical-at-winspear-opera-house/ …";;;;"1067168620642541569";https://twitter.com/redcarpetcrash/status/1067168620642541569
redcarpetcrash;2018-11-26 15:15;0;0;"Win A Copy Of The Book ‘Sea Of Greed: A NUMA Files Novel’ By Clive Cussler And Graham Brown http:// redcarpetcrash.com/win-a-copy-of- the-book-sea-of-greed-a-numa-files-novel-by-clive-cussler-and-graham-brown/ …";;;;"1067164844053409792";https://twitter.com/redcarpetcrash/status/1067164844053409792
dawebmandotcom;2018-11-26 15:13;0;3;"As long as we avoid the crash im happy, i wanna buy more silver";;;;"1067164583566213120";https://twitter.com/dawebmandotcom/status/1067164583566213120
redcarpetcrash;2018-11-26 15:00;0;0;"Watch Trailer For New Fox Show ‘The Passage’ Monday, January 14 http:// redcarpetcrash.com/watch-trailer- for-new-fox-show-the-passage/ …";;;;"1067161069225943041";https://twitter.com/redcarpetcrash/status/1067161069225943041
HolcombJulie;2018-11-26 14:57;1;0;"THE EXPLOSIVE STORY: A second opinion on the Kennedy crash http://www. netowne.com/conspiracy/kon formist/kennedy.htm …";;;;"1067160361021911041";https://twitter.com/HolcombJulie/status/1067160361021911041
redcarpetcrash;2018-11-26 14:45;0;0;"Houston: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/houston-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067157300828233728";https://twitter.com/redcarpetcrash/status/1067157300828233728
WorksoftInc;2018-11-26 14:45;0;0;"At the most wonderful time of the year, no one wants to experience their e-commerce site crash , their mobile apps malfunction or their retail store flooded with angry shoppers. Avoid IT holiday headaches with test automation. Read how in our latest blog: https:// hubs.ly/H0fG1Zr0 pic.twitter.com/wejd84dDpu";;;;"1067157296327856138";https://twitter.com/WorksoftInc/status/1067157296327856138
redcarpetcrash;2018-11-26 14:30;1;0;"Dallas: Win Tickets To Opening Night Of ‘Chicago’ Tuesday, December 18 At Winspear Opera House http:// redcarpetcrash.com/dallas-win-tic kets-to-opening-night-of-chicago-tuesday-december-18-at-winspear-opera-house/ …";;;;"1067153519617036289";https://twitter.com/redcarpetcrash/status/1067153519617036289
axelgneiting;2018-11-26 14:22;0;0;"It would be different if he actually had to implement something, but it just works if we remove the extension string. To be quite frank, there are plenty of corner cases that crash RenderDoc and people who use it are not idiots.";;;;"1067151551683280896";https://twitter.com/axelgneiting/status/1067151551683280896
redcarpetcrash;2018-11-26 14:15;0;0;"Win A Copy Of The Book ‘The Feral Detective’ By Jonathan Lethem http:// redcarpetcrash.com/win-a-copy-of- the-book-the-feral-detective-by-jonathan-lethem/ …";;;;"1067149743963295746";https://twitter.com/redcarpetcrash/status/1067149743963295746
redcarpetcrash;2018-11-26 14:00;0;0;"‘Maine Cabin Masters’ Premieres Monday, December 3 On DIY Network http:// redcarpetcrash.com/maine-cabin-ma sters-premieres-monday-december-3-on-diy-network/ …";;;;"1067145973929889792";https://twitter.com/redcarpetcrash/status/1067145973929889792
redcarpetcrash;2018-11-26 13:45;0;0;"San Antonio: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/san-antonio-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067142194581200897";https://twitter.com/redcarpetcrash/status/1067142194581200897
redcarpetcrash;2018-11-26 13:32;1;0;"Hartford: Win Passes To An Advance Screening Of 'Mortal Engines' http:// redcarpetcrash.com/hartford-win-p asses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067139126661648402";https://twitter.com/redcarpetcrash/status/1067139126661648402
redcarpetcrash;2018-11-26 13:32;1;0;"Boston: Win Passes To An Advance Screening Of 'Mortal Engines' http:// redcarpetcrash.com/boston-win-pas ses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067138921602170880";https://twitter.com/redcarpetcrash/status/1067138921602170880
redcarpetcrash;2018-11-26 13:30;0;0;"Dallas: Win Passes To An Advance Screening Of ‘The Favourite’ http:// redcarpetcrash.com/dallas-win-pas ses-to-an-advance-screening-of-the-favourite/ …";;;;"1067138419950682112";https://twitter.com/redcarpetcrash/status/1067138419950682112
TiberiusRings;2018-11-26 13:21;0;0;"Nah I never did. I never saw anything bad during my time there. I was there for the Monorail crash but I wasn’t “there” just working there.";;;;"1067136163549466624";https://twitter.com/TiberiusRings/status/1067136163549466624
redcarpetcrash;2018-11-26 13:15;0;0;"Win A Copy Of The Book ‘The Forbidden Door: A Jane Hawk Novel’ By Dean Koontz http:// redcarpetcrash.com/win-a-copy-of- the-book-the-forbidden-door-a-jane-hawk-novel-by-dean-koontz/ …";;;;"1067134644502462464";https://twitter.com/redcarpetcrash/status/1067134644502462464
redcarpetcrash;2018-11-26 13:00;0;1;"‘Common Knowledge’ Hosted By Joey Fatone Premieres on Game Show Network Monday, January 14 http:// redcarpetcrash.com/common-knowled ge-hosted-by-joey-fatone-premieres-on-game-show-network-monday-january-14/ …";;;;"1067130870224445440";https://twitter.com/redcarpetcrash/status/1067130870224445440
SteveLimaBravo;2018-11-26 12:58;0;2;"Econ IS cool. But, seems more of a cooling off vs impending crash . Suppliers going after $$$ when the market got hot (e.g. Toyota moved in)= Supply increases beyond demand +interest rates moved a point or so. Can you share other data points that might support a crash scenario?";;;;"1067130521224908801";https://twitter.com/SteveLimaBravo/status/1067130521224908801
redcarpetcrash;2018-11-26 12:45;0;0;"Austin: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/austin-win-pas ses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067127095514488832";https://twitter.com/redcarpetcrash/status/1067127095514488832
redcarpetcrash;2018-11-26 12:30;0;0;"Austin: Win Passes To An Advance Screening Of ‘The Favourite’ http:// redcarpetcrash.com/austin-win-pas ses-to-an-advance-screening-of-the-favourite/ …";;;;"1067123319881719809";https://twitter.com/redcarpetcrash/status/1067123319881719809
redcarpetcrash;2018-11-26 12:15;0;0;"Win A Copy Of The Book ‘9 From the Nine Worlds (Magnus Chase and the Gods of Asgard)’ By Rick Riordan http:// redcarpetcrash.com/win-a-copy-of- the-book-9-from-the-nine-worlds-magnus-chase-and-the-gods-of-asgard-by-rick-riordan/ …";;;;"1067119545125466112";https://twitter.com/redcarpetcrash/status/1067119545125466112
redcarpetcrash;2018-11-26 12:02;0;0;"Jacksonville: Win Passes To An Advance Screening Of 'Mortal Engines' http:// redcarpetcrash.com/jacksonville-w in-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067116347912581120";https://twitter.com/redcarpetcrash/status/1067116347912581120
aliciamantoine;2018-11-26 12:01;0;4;"We may not speak everyday but my girls know I’m only one call away & I got them for WHATEVER if they need me (a place to crash , a ride, roadside assistance, to cry to, complain to, an ear to listen) & that’s FACTS. I know you lame hoes can’t relate to that shit.";;;;"1067116178458464256";https://twitter.com/aliciamantoine/status/1067116178458464256
redcarpetcrash;2018-11-26 12:00;0;0;"‘Bad Chad Customs’ Premieres Monday, January 1st On Discovery http:// redcarpetcrash.com/bad-chad-custo ms-premieres-monday-january-1st-on-discovery/ …";;;;"1067115774324682754";https://twitter.com/redcarpetcrash/status/1067115774324682754
thomasntexas;2018-11-26 11:58;0;1;"The sugar rush @realDonaldTrump put the US economy on is wearing off, man it’s gonna be an ugly crash . https:// twitter.com/FOX2News/statu s/1067089168138940416 …";;@realDonaldTrump;;"1067115479884550144";https://twitter.com/thomasntexas/status/1067115479884550144
redcarpetcrash;2018-11-26 11:45;1;2;"Watch Trailers For New TNT Limited Series 'I Am The Night' http:// redcarpetcrash.com/watch-trailer- for-new-tnt-limited-series-i-am-the-night/ … @IndiaEisley1029 @LelandOrser @YulVazquez @therealgolden47 @justin_cornwell @PattyJenks @CNconnienielsen @fightersmind";;@IndiaEisley1029 @LelandOrser @YulVazquez @therealgolden47 @justin_cornwell @PattyJenks @CNconnienielsen @fightersmind;;"1067112060482400261";https://twitter.com/redcarpetcrash/status/1067112060482400261
redcarpetcrash;2018-11-26 11:45;0;0;"Oklahoma City: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/oklahoma-city- win-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067111995592208384";https://twitter.com/redcarpetcrash/status/1067111995592208384
redcarpetcrash;2018-11-26 11:42;1;1;"Atlanta: Win Passes To An Advance Screening Of 'Aquaman' http:// redcarpetcrash.com/atlanta-win-pa sses-to-an-advance-screening-of-aquaman/ …";;;;"1067111297781776384";https://twitter.com/redcarpetcrash/status/1067111297781776384
redcarpetcrash;2018-11-26 11:41;1;0;"Charlotte: Win Passes To An Advance Screening Of 'Aquaman' http:// redcarpetcrash.com/charlotte-win- passes-to-an-advance-screening-of-aquaman/ …";;;;"1067111047469940736";https://twitter.com/redcarpetcrash/status/1067111047469940736
redcarpetcrash;2018-11-26 11:40;2;1;"Raleigh: Win Passes To An Advance Screening Of 'Aquaman' http:// redcarpetcrash.com/raleigh-win-pa sses-to-an-advance-screening-of-aquaman/ …";;;;"1067110795400622081";https://twitter.com/redcarpetcrash/status/1067110795400622081
redcarpetcrash;2018-11-26 11:39;1;0;"Nashville: Win Passes To An Advance Screening Of 'Aquaman' http:// redcarpetcrash.com/nashville-win- passes-to-an-advance-screening-of-aquaman/ …";;;;"1067110486188142592";https://twitter.com/redcarpetcrash/status/1067110486188142592
redcarpetcrash;2018-11-26 11:32;1;0;"Watch Trailers, Clip And TV Spot For 'Mary Poppins Returns' http:// redcarpetcrash.com/watch-trailer- for-mary-poppins-returns/ …";;;;"1067108868164108290";https://twitter.com/redcarpetcrash/status/1067108868164108290
redcarpetcrash;2018-11-26 11:31;1;0;"'The Night That Didn't End' Preview Tuesday On Investigation Discovery http:// redcarpetcrash.com/the-night-that -didnt-end-preview-tuesday-on-investigation-discovery/ …";;;;"1067108627335524355";https://twitter.com/redcarpetcrash/status/1067108627335524355
redcarpetcrash;2018-11-26 11:30;0;0;"Detroit: Win Passes To An Advance Screening Of ‘MORTAL ENGINES’ http:// redcarpetcrash.com/detroit-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067108220970385410";https://twitter.com/redcarpetcrash/status/1067108220970385410
redcarpetcrash;2018-11-26 11:15;0;0;"Win A Copy Of The Book ‘Christmas At The Cat Cafe’ By Melissa Daley http:// redcarpetcrash.com/win-a-copy-of- the-book-christmas-at-the-cat-cafe-by-melissa-daley/ …";;;;"1067104445832413184";https://twitter.com/redcarpetcrash/status/1067104445832413184
BobbyRi82412408;2018-11-26 11:12;0;0;"Wrong... Certain movies suck and are stupid, but bc they are “different” critics will praise them and declare them good See: Crash Stupid movie but something something racism so critics say good";;;;"1067103886887059456";https://twitter.com/BobbyRi82412408/status/1067103886887059456
redcarpetcrash;2018-11-26 11:00;0;0;"Watch ‘Who Do You Think You Are?’ Preview Monday, December 3rd http:// redcarpetcrash.com/watch-who-do-y ou-think-you-are-preview-monday/ …";;;;"1067100673005613056";https://twitter.com/redcarpetcrash/status/1067100673005613056
FunAsiARadio;2018-11-26 10:58;0;0;"Street racing crash on US Hwy 380 left several injured https:// funasia.net/articles/1118/ street-racing-crash-on-us-hwy-380-left-several-injured.html …";;;;"1067100245924999168";https://twitter.com/FunAsiARadio/status/1067100245924999168
BirdGangWayne;2018-11-26 10:51;0;0;"I’m waiting for you bitches to crash and burn.. it’s coming. pic.twitter.com/LyePbEFA1g";;;;"1067098538558087171";https://twitter.com/BirdGangWayne/status/1067098538558087171
angelreyes3;2018-11-26 10:49;0;0;"Alexandria R. shares her Reyes Browne Reilley experience with our staff of professional personal injury lawyers while helping her recover from damages stemming from a rear-end car crash in Dallas, TX. #RBRlaw https://www. youtube.com/watch?v=sLg9Ep YpS-U …";;;#RBRlaw;"1067097941905682437";https://twitter.com/angelreyes3/status/1067097941905682437
redcarpetcrash;2018-11-26 10:45;0;0;"McAllen, TX: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/mcallen-tx-win -passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067096896068415488";https://twitter.com/redcarpetcrash/status/1067096896068415488
redcarpetcrash;2018-11-26 10:30;0;0;"San Antonio: Win Passes To An Advance Screening Of ‘Second Act’ http:// redcarpetcrash.com/san-antonio-wi n-passes-to-an-advance-screening-of-second-act/ …";;;;"1067093121530503169";https://twitter.com/redcarpetcrash/status/1067093121530503169
redcarpetcrash;2018-11-26 10:15;1;0;"Win A Copy Of The Book ‘The Ghost of Christmas Past: A Molly Murphy Mystery’ http:// redcarpetcrash.com/win-a-copy-of- the-book-the-ghost-of-christmas-past-a-molly-murphy-mystery/ …";;;;"1067089346401091584";https://twitter.com/redcarpetcrash/status/1067089346401091584
texaspilawyer;2018-11-26 10:02;0;0;"Physics matter, especially to your bones after a car crash . Take a look at why and how so many crashes end up breaking bones. Whttps://www.parkerlawfirm.com/blog/bad-break-common-broken-bone-injuries-caused-by-car-accidents.cfm https://www. parkerlawfirm.com/blog/bad-break -common-broken-bone-injuries-caused-by-car-accidents.cfm …";;;;"1067086122705137664";https://twitter.com/texaspilawyer/status/1067086122705137664
redcarpetcrash;2018-11-26 10:00;0;0;"Watch ‘Shadowhunters’ Preview Monday, February 25 http:// redcarpetcrash.com/watch-shadowhu nters-preview-monday/ …";;;;"1067085576069890048";https://twitter.com/redcarpetcrash/status/1067085576069890048
SonofMoonBeam;2018-11-26 09:58;0;0;"So what are we thinking here? Over easy recession or Hard boiled recession with a side of housing market crash ?";;;;"1067085201216552960";https://twitter.com/SonofMoonBeam/status/1067085201216552960
redcarpetcrash;2018-11-26 09:45;1;0;"Honolulu: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/honolulu-win-p asses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067081796754571264";https://twitter.com/redcarpetcrash/status/1067081796754571264
CrashClarkson;2018-11-26 09:36;0;0;"God sat me down and talked to me I listened. I was in that cell he told me that I’m gifted, ion make it in the booth then Imma make it in the kitchen.";;;;"1067079532761485314";https://twitter.com/CrashClarkson/status/1067079532761485314
redcarpetcrash;2018-11-26 09:30;0;0;"Phoenix: Win Passes To An Advance Screening Of ‘Spider-Man: Into The Spider Verse’ http:// redcarpetcrash.com/phoenix-win-pa sses-to-an-advance-screening-of-spider-man-into-the-spider-verse/ …";;;;"1067078022799351809";https://twitter.com/redcarpetcrash/status/1067078022799351809
CrashClarkson;2018-11-26 09:26;2;1;"Vic fell off harder than Orlando brown";;;;"1067077241434243073";https://twitter.com/CrashClarkson/status/1067077241434243073
redcarpetcrash;2018-11-26 09:15;0;0;"Win A Copy Of The Book ‘Pride And Prejudice And Mistletoe (Paperback)’ By Melissa de la Cruz http:// redcarpetcrash.com/win-a-copy-of- the-book-pride-and-prejudice-and-mistletoe-paperback-by-melissa-de-la-cruz/ …";;;;"1067074246646493185";https://twitter.com/redcarpetcrash/status/1067074246646493185
redcarpetcrash;2018-11-26 09:00;0;0;"‘The Truth About Killer Robots’ Premieres On HBO Monday, November 26 Watch Trailer http:// redcarpetcrash.com/the-truth-abou t-killer-robots-premieres-on-hbo-monday-november-26/ … @HBOPR @HBO @HBODocs";;@HBOPR @HBO @HBODocs;;"1067070476458094593";https://twitter.com/redcarpetcrash/status/1067070476458094593
redcarpetcrash;2018-11-26 08:45;0;0;"Albuquerque: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/albuquerque-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067066697901895681";https://twitter.com/redcarpetcrash/status/1067066697901895681
stephnta;2018-11-26 08:43;0;3;"i’m watching crash course videos to study for my practical and this is SO funny pic.twitter.com/wkkyjOXADD";;;;"1067066323073671175";https://twitter.com/stephnta/status/1067066323073671175
redcarpetcrash;2018-11-26 08:30;0;0;"Las Vegas: Win Passes To An Advance Screening Of ‘Spider-Man: Into The Spider Verse’ http:// redcarpetcrash.com/las-vegas-win- passes-to-an-advance-screening-of-spider-man-into-the-spider-verse/ …";;;;"1067062924286472192";https://twitter.com/redcarpetcrash/status/1067062924286472192
redcarpetcrash;2018-11-26 08:15;1;0;"Win A Copy Of The Book ‘Old Scores: A Barker & Llewelyn Novel’ By Will Thomas http:// redcarpetcrash.com/win-a-copy-of- the-book-old-scores-a-barker-llewelyn-novel-by-will-thomas/ …";;;;"1067059147601076224";https://twitter.com/redcarpetcrash/status/1067059147601076224
Chilis;2018-11-26 08:14;0;2;"It totally did crash (which is super flattering), but trust that we're working hard to get it back up! (That's what she said.)";;;;"1067059107616698368";https://twitter.com/Chilis/status/1067059107616698368
redcarpetcrash;2018-11-26 08:00;0;0;"‘Say Her Name: The Life And Death Of Sandra Bland’ Premieres On HBO Monday, Dec. 3rd http:// redcarpetcrash.com/say-her-name-t he-life-and-death-of-sandra-bland-premieres-on-hbo-monday-dec-3rd/ …";;;;"1067055376292610053";https://twitter.com/redcarpetcrash/status/1067055376292610053
redcarpetcrash;2018-11-26 07:45;0;0;"Las Vegas: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/las-vegas-win- passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067051598281670656";https://twitter.com/redcarpetcrash/status/1067051598281670656
redcarpetcrash;2018-11-26 07:30;0;0;"New York And Los Angeles: Win ROE Passes To ‘Tiger’ http:// redcarpetcrash.com/new-york-and-l os-angeles-win-roe-passes-to-tiger/ …";;;;"1067047824766976000";https://twitter.com/redcarpetcrash/status/1067047824766976000
redcarpetcrash;2018-11-26 07:15;1;0;"Win A Copy Of The Book ‘House Of Gold: A Novel’ By Natasha Solomons http:// redcarpetcrash.com/win-a-copy-of- the-book-house-of-gold-a-novel-by-natasha-solomons/ …";;;;"1067044048504942592";https://twitter.com/redcarpetcrash/status/1067044048504942592
kimfeil;2018-11-26 07:08;0;0;"I was involved in a cat crash last night https:// youtu.be/XQF4HCGtagk";;;;"1067042462965907458";https://twitter.com/kimfeil/status/1067042462965907458
redcarpetcrash;2018-11-26 07:00;1;0;"Watch Preview Of 'Love & Hip Hop: New York' Monday http:// redcarpetcrash.com/watch-preview- love-hip-hop-new-york-monday/ … @loveandhiphop";;@loveandhiphop;;"1067040274365349888";https://twitter.com/redcarpetcrash/status/1067040274365349888
redcarpetcrash;2018-11-26 06:45;1;0;"Phoenix: Win Passes To An Advance Screening Of 'Mortal Engines' http:// redcarpetcrash.com/phoenix-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1067036498833227778";https://twitter.com/redcarpetcrash/status/1067036498833227778
KRLD;2018-11-26 06:36;0;0;"One Teen Dead, Another Seriously Injured In Lewisville Crash https:// krld.radio.com/articles/one-t een-dead-another-injured-lewisville-crash … @sdarwinnews";;@sdarwinnews;;"1067034414637551616";https://twitter.com/KRLD/status/1067034414637551616
redcarpetcrash;2018-11-26 06:30;1;0;"Austin: FREE Passes To An Advance Screening Of The First Two Episodes Of Nat Geo’s ‘Valley Of The Boom’ http:// redcarpetcrash.com/austin-free-pa sses-to-an-advance-screening-of-the-first-two-episodes-of-nat-geos-valley-of-the-boom/ …";;;;"1067032724106555392";https://twitter.com/redcarpetcrash/status/1067032724106555392
redcarpetcrash;2018-11-26 06:15;1;0;"Win A Copy Of The Book ‘The Three Beths’ By Jeff Abbott http:// redcarpetcrash.com/win-a-copy-of- the-book-the-three-beths-by-jeff-abbott/ …";;;;"1067028948742213637";https://twitter.com/redcarpetcrash/status/1067028948742213637
redcarpetcrash;2018-11-26 06:00;0;0;"Watch Previews For ‘Magnum P.I.’ Monday http:// redcarpetcrash.com/watch-previews -for-magnum-p-i-monday/ … @PerditaWeeks @CBSTVStudios @jay_hernandez @ZachKnighton @MagnumPICBS @StephenHillActs @Tim__Kang @Plenkov";;@PerditaWeeks @CBSTVStudios @jay_hernandez @ZachKnighton @MagnumPICBS @StephenHillActs @Tim__Kang @Plenkov;;"1067025177878228997";https://twitter.com/redcarpetcrash/status/1067025177878228997
redcarpetcrash;2018-11-26 05:45;0;0;"Kansas City: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/kansas-city-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067021398512754689";https://twitter.com/redcarpetcrash/status/1067021398512754689
redcarpetcrash;2018-11-26 05:30;0;0;"Minneapolis: Win Passes To An Advance Screening Of ‘Aquaman’ http:// redcarpetcrash.com/minneapolis-wi n-passes-to-an-advance-screening-of-aquaman/ …";;;;"1067017623865606144";https://twitter.com/redcarpetcrash/status/1067017623865606144
mikedville;2018-11-26 05:25;0;0;"Stock market crash : Terrifying parallels to the tech bubble flashing - Business Insider https://www. businessinsider.com/stock-market-c rash-terrifying-parallels-to-the-tech-bubble-flashing-2018-11 …";;;;"1067016375170932737";https://twitter.com/mikedville/status/1067016375170932737
redcarpetcrash;2018-11-26 05:15;1;0;"Win A Copy Of The Book ‘An Easy Death (Gunnie Rose)’ By Charlaine Harris http:// redcarpetcrash.com/win-a-copy-of- the-book-an-easy-death-gunnie-rose-by-charlaine-harris/ …";;;;"1067013848702615552";https://twitter.com/redcarpetcrash/status/1067013848702615552
redcarpetcrash;2018-11-26 05:00;2;3;"Watch Preview For ‘Manifest’ Monday http:// redcarpetcrash.com/watch-previews -for-manifest-monday/ … @NBCManifest @melissaroxburgh @JR8Ramirez @JoshDallas";;@NBCManifest @melissaroxburgh @JR8Ramirez @JoshDallas;;"1067010076546752512";https://twitter.com/redcarpetcrash/status/1067010076546752512
redcarpetcrash;2018-11-26 04:45;1;0;"Minneapolis: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/minneapolis-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1067006298997358593";https://twitter.com/redcarpetcrash/status/1067006298997358593
redcarpetcrash;2018-11-26 04:30;1;0;"Detroit: Win Passes To An Advance Screening Of ‘WELCOME TO MARWEN’ http:// redcarpetcrash.com/detroit-win-pa sses-to-an-advance-screening-of-welcome-to-marwen/ …";;;;"1067002524429893632";https://twitter.com/redcarpetcrash/status/1067002524429893632
redcarpetcrash;2018-11-26 04:15;1;0;"Win A Copy Of The Book ‘Vendetta’ By Iris Johansen http:// redcarpetcrash.com/win-a-copy-of- the-book-vendetta-by-iris-johansen/ …";;;;"1066998751854645250";https://twitter.com/redcarpetcrash/status/1066998751854645250
redcarpetcrash;2018-11-26 04:00;1;0;"Watch ‘Arrow’ Preview Monday http:// redcarpetcrash.com/watch-arrow-pr eview-monday/ … @ARROWwriters @JamesBamford @JJMakaro @mguggenheim @EmilyBett @david_ramsey @StephenAmell @officialrickg @JulianaHarkavy";;@ARROWwriters @JamesBamford @JJMakaro @mguggenheim @EmilyBett @david_ramsey @StephenAmell @officialrickg @JulianaHarkavy;;"1066994974133297152";https://twitter.com/redcarpetcrash/status/1066994974133297152
redcarpetcrash;2018-11-26 03:45;1;0;"Atlanta: Win Passes To An Advance Screening Of 'Mortal Engines' http:// redcarpetcrash.com/atlanta-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066991199263719429";https://twitter.com/redcarpetcrash/status/1066991199263719429
redcarpetcrash;2018-11-26 03:30;1;0;"Win A ‘Comet TV’ Prize Pack http:// redcarpetcrash.com/win-a-comet-tv -prize-pack/ …";;;;"1066987426076377088";https://twitter.com/redcarpetcrash/status/1066987426076377088
redcarpetcrash;2018-11-26 03:15;1;0;"Win A Copy Of ‘The Reckoning: A Novel’ By John Grisham http:// redcarpetcrash.com/win-a-copy-of- the-reckoning-a-novel-by-john-grisham/ …";;;;"1066983649864704000";https://twitter.com/redcarpetcrash/status/1066983649864704000
redcarpetcrash;2018-11-26 03:00;1;0;"Watch Preview For ‘The Good Doctor’ Monday http:// redcarpetcrash.com/watch-previews -for-the-good-doctor-monday/ … @AntoniaLThomas @IamNickGonzalez @hillharper @Richard_Schiff @thetamlyntomita @SPTV @ABCStudios @_ChristinaChang @FionaGubelmann @WillYunLee @paigespara @gooddrwriters";;@AntoniaLThomas @IamNickGonzalez @hillharper @Richard_Schiff @thetamlyntomita @SPTV @ABCStudios @_ChristinaChang @FionaGubelmann @WillYunLee @paigespara @gooddrwriters;;"1066979878237401088";https://twitter.com/redcarpetcrash/status/1066979878237401088
redcarpetcrash;2018-11-26 02:45;1;0;"Charlotte: Win Passes To An Advance Screening Of 'Mortal Engines' http:// redcarpetcrash.com/charlotte-win- passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066976099937202176";https://twitter.com/redcarpetcrash/status/1066976099937202176
redcarpetcrash;2018-11-26 02:30;1;0;"Win A ‘Fantastic Beasts: The Crimes Of Grindelwald’ Prize Pack http:// redcarpetcrash.com/win-a-fantasti c-beasts-the-crimes-of-grindelwald-prize-pack/ …";;;;"1066972325852180480";https://twitter.com/redcarpetcrash/status/1066972325852180480
redcarpetcrash;2018-11-26 02:15;1;0;"Win A Copy Of The Book ‘Shell Game: A V.I. Warshawski Novel’ By Sara Paretsky http:// redcarpetcrash.com/win-a-copy-of- the-book-shell-game-a-v-i-warshawski-novel-by-sara-paretsky/ …";;;;"1066968550357708800";https://twitter.com/redcarpetcrash/status/1066968550357708800
redcarpetcrash;2018-11-26 02:00;1;0;"Watch ‘Legends Of Tomorrow’ Preview Monday http:// redcarpetcrash.com/watch-legends- of-tomorrow-preview-monday/ … @LoTWritersRoom @SarahSoWitty @GBerlanti @mguggenheim @missamypembs @NICKZANO @caitylotz @BrandonJRouth @TheCW_Legends @TheCW";;@LoTWritersRoom @SarahSoWitty @GBerlanti @mguggenheim @missamypembs @NICKZANO @caitylotz @BrandonJRouth @TheCW_Legends @TheCW;;"1066964777279250432";https://twitter.com/redcarpetcrash/status/1066964777279250432
